// According to fewest_remaining_solutions(…) / number of solutions = expected number of remaining solutions after guess
  704. 103.98 'cadie'
  705. 104.02 'artsy'
  706. 104.03 'tines'
  707. 104.05 'leare'
  708. 104.06 'leany'
  709. 104.06 'syren'
  710. 104.10 'tyres'
  711. 104.11 'coral'
  712. 104.22 'hotel'
  713. 104.24 'rouen'
  714. 104.25 'grise'
  715. 104.26 'saint'
  716. 104.32 'gales'
  717. 104.32 'yores'
  718. 104.40 'lotas'
  719. 104.42 'rhine'
  720. 104.45 'onset'
  721. 104.46 'toled'
  722. 104.47 'birle'
  723. 104.47 'hires'
  724. 104.49 'slain'
  725. 104.50 'drant'
  726. 104.51 'samen'
  727. 104.52 'cotes'
  728. 104.53 'water'
  729. 104.54 'noule'
  730. 104.54 'olpae'
  731. 104.57 'tepal'
  732. 104.63 'laden'
  733. 104.65 'sedan'
  734. 104.66 'lunet'
  735. 104.66 'walie'
  736. 104.66 'baste'
  737. 104.67 'arish'
  738. 104.67 'hared'
  739. 104.72 'presa'
  740. 104.72 'drone'
  741. 104.73 'suite'
  742. 104.74 'sceat'
  743. 104.75 'etnas'
  744. 104.78 'sural'
  745. 104.78 'cruse'
  746. 104.78 'paeon'
  747. 104.80 'anode'
  748. 104.86 'oaker'
  749. 104.88 'cased'
  750. 105.02 'hilar'
  751. 105.07 'oners'
  752. 105.10 'amies'
  753. 105.11 'noels'
  754. 105.12 'hause'
  755. 105.13 'peril'
  756. 105.15 'sloan'
  757. 105.15 'raced'
  758. 105.16 'leads'
  759. 105.18 'gorse'
  760. 105.21 'smore'
  761. 105.21 'slide'
  762. 105.24 'morse'
  763. 105.25 'lairy'
  764. 105.30 'delta'
  765. 105.30 'solan'
  766. 105.33 'blase'
  767. 105.34 'mates'
  768. 105.39 'telco'
  769. 105.41 'shiel'
  770. 105.50 'lotsa'
  771. 105.50 'drail'
  772. 105.53 'tribe'
  773. 105.57 'arete'
  774. 105.57 'lyart'
  775. 105.59 'bears'
  776. 105.59 'naled'
  777. 105.61 'riots'
  778. 105.61 'latke'
  779. 105.63 'lyres'
  780. 105.66 'drest'
  781. 105.67 'tirls'
  782. 105.68 'recti'
  783. 105.69 'carls'
  784. 105.77 'atoke'
  785. 105.81 'rotls'
  786. 105.85 'hoser'
  787. 105.87 'birse'
  788. 105.88 'petal'
  789. 105.88 'poise'
  790. 105.89 'redan'
  791. 105.91 'merit'
  792. 105.96 'poler'
  793. 105.97 'rhies'
  794. 106.00 'lenti'
  795. 106.04 'cager'
  796. 106.07 'agile'
  797. 106.10 'repot'
  798. 106.14 'caper'
  799. 106.16 'goier'
  800. 106.20 'males'
  801. 106.24 'deans'
  802. 106.26 'hosel'
  803. 106.29 'santo'
  804. 106.29 'yeans'
  805. 106.32 'pleat'
  806. 106.32 'laker'
  807. 106.33 'panes'
  808. 106.33 'morel'
  809. 106.39 'heast'
  810. 106.40 'enact'
  811. 106.40 'snail'
  812. 106.43 'toper'
  813. 106.44 'sewar'
  814. 106.45 'phare'
  815. 106.47 'pilea'
  816. 106.47 'alecs'
  817. 106.49 'arced'
  818. 106.49 'raphe'
  819. 106.56 'estro'
  820. 106.64 'soave'
  821. 106.66 'trays'
  822. 106.67 'teins'
  823. 106.69 'notal'
  824. 106.70 'regal'
  825. 106.71 'lenis'
  826. 106.72 'tabes'
  827. 106.82 'their'
  828. 106.82 'surat'
  829. 106.85 'tiros'
  830. 106.87 'anted'
  831. 106.94 'cline'
  832. 106.96 'padre'
  833. 106.97 'erase'
  834. 106.98 'curet'
  835. 106.99 'kaies'
  836. 107.04 'urnal'
  837. 107.07 'waler'
  838. 107.09 'nairu'
  839. 107.11 'roted'
  840. 107.12 'brace'
  841. 107.13 'coast'
  842. 107.14 'eclat'
  843. 107.17 'carts'
  844. 107.20 'drape'
  845. 107.21 'wares'
  846. 107.22 'neath'
  847. 107.23 'scone'
  848. 107.23 'blore'
  849. 107.29 'belar'
  850. 107.33 'otary'
  851. 107.34 'pries'
  852. 107.34 'geats'
  853. 107.35 'cairn'
  854. 107.36 'pacer'
  855. 107.46 'ulnar'
  856. 107.48 'doter'
  857. 107.51 'rosed'
  858. 107.52 'heirs'
  859. 107.52 'rotis'
  860. 107.56 'doser'
  861. 107.57 'altos'
  862. 107.60 'ablet'
  863. 107.62 'olein'
  864. 107.62 'hairs'
  865. 107.62 'lames'
  866. 107.65 'sidle'
  867. 107.66 'laird'
  868. 107.67 'senti'
  869. 107.68 'torsi'
  870. 107.74 'scart'
  871. 107.76 'trike'
  872. 107.79 'clade'
  873. 107.82 'horal'
  874. 107.87 'pelta'
  875. 107.87 'blear'
  876. 107.88 'lucre'
  877. 107.88 'cades'
  878. 107.90 'erics'
  879. 107.91 'meril'
  880. 107.91 'beast'
  881. 107.92 'boite'
  882. 107.94 'tilde'
  883. 107.94 'peals'
  884. 107.95 'troke'
  885. 107.95 'dores'
  886. 107.96 'abies'
